TIMESTAMP,station_seqnum,Rain_Tot,who
2026-04-10,1430001,52.8,7
2026-04-11,1430001,1.4,7
2026-04-12,1430001,1.2,7
2026-04-13,1430001,0,7
2026-04-14,1430001,0,7
2026-04-15,1430001,11.4,7
