"TOA5,""Mulanje"","""","""","""","""","""",""TableDay"""
"TIMESTAMP,""StationID"",""WSpd_Min"",""WSpd_TMn"",""WSpd_Max"",""WSpd_TMx"",""WSpd_Avg"",""WSpd_Std"",""WDir_Avg"",""WDir_Std"",""AirTemp_Min"",""AirTemp_TMn"",""AirTemp_Max"",""AirTemp_TMx"",""AirTemp_Avg"",""RH_Min"",""RH_TMn"",""RH_Max"",""RH_TMx"",""DewPointTemp_Min"",""DewPointTemp_TMn"",""DewPointTemp_Max"",""DewPointTemp_TMx"",""DewPointTemp_Avg"",""SlrW_Max"",""SlrW_TMx"",""SlrW_Avg"",""SlrMJ_Tot"",""Rain_Tot"",""BPress_Min"",""BPress_TMn"",""BPress_Max"",""BPress_TMx"",""BPress_Avg"",""LoggerSerialNumber"",""ProgramName"",""ProgramSignature"",""LoggerBattery_Min"",""LoggerBattery_TMn"",""LoggerBattery_Max"",""LoggerBattery_TMx"",""LoggerBattery_Avg"",""LoggerTemp_Min"",""LoggerTemp_TMn"",""LoggerTemp_Max"",""LoggerTemp_TMx"",""LoggerTemp_Avg"",""LoggerLithiumBatt_Avg"",""PingTime_Avg"",""ScanCount"",""HI_C_Max"",""HI_C_TMx"",""SVPWkPa_Avg"",""Vp_Avg"",""TwC_Avg"",""SunHrs_Tot"",""WC_C_Min"",""WC_C_TMn"",""ETos"",""Rso"",""BI_Max"",""BI_Min"",""BIPWS_Max"",""BIPWS_Min"",""elapsed_time_since_rain_days"",""FDI_Max"",""FDI_Min"""
"TS,"""",""m/s"",""m/s"",""m/s"",""m/s"",""m/s"",""m/s"",""Deg"",""Deg"",""DegC"",""DegC"",""DegC"",""DegC"",""DegC"",""%"",""%"",""%"",""%"",""DegC"",""DegC"",""DegC"",""DegC"",""DegC"",""W/m^2"",""W/m^2"",""W/m^2"",""MJ/m^2"",""mm"",""hPa"",""hPa"",""hPa"",""hPa"",""hPa"","""","""","""",""V"",""V"",""V"",""V"",""V"",""degC"",""degC"",""degC"",""degC"",""degC"",""V"",""msec"","""",""Deg C"",""Deg C"",""kPa"","""",""Deg C"",""hours"",""Deg C"",""Deg C"",""mm"",""MJ/m²"","""","""","""","""",""day"","""","""""
",""Smp"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Std"",""WVc"",""WVc"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Min"",""TMn"",""Max"",""TMx"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Max"",""TMx"",""Avg"",""Tot"",""Tot"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Smp"",""Smp"",""Smp"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Avg"",""Avg"",""Tot"",""Max"",""TMx"",""Avg"",""Avg"",""Avg"",""Tot"",""Min"",""TMn"",""ETXs"",""Rso"",""Max"",""Min"",""Max"",""Min"",""Smp"",""Max"",""Min"""
"2026-04-10 00:00:00,""AMRF_Mulanje_South_5828"",0.0,""2026-04-09 15:21:00"",9.9,""2026-04-09 17:48:00"",3.4,1.1,117.9,22.9,11.9,""2026-04-09 23:59:00"",15.6,""2026-04-09 15:35:00"",14.0,96.4,""2026-04-09 15:37:00"",97.5,""2026-04-09 22:48:00"",11.5,""2026-04-09 23:59:00"",15.1,""2026-04-09 15:34:00"",13.6,400.4,""2026-04-09 15:29:00"",19.9,0.6,52.8,818.9,""2026-04-09 15:21:00"",821.2,""2026-04-09 21:10:00"",820.3,""48314"",""CPU:AMRF_MulanjeSouth_5828_V1R0_20250501 AC.cr1x"",""11286"",12.1,""2026-04-10 00:00:00"",14.2,""2026-04-09 15:28:00"",12.3,13.7,""2026-04-10 00:00:00"",17.4,""2026-04-09 15:46:00"",15.6,3.7,96.2,31098.0,15.6,""2026-04-09 15:35:00"",1.6,1.6,13.7,0.2,0.0,""2026-04-09 15:21:00"",0.0,0.0,15.1,11.1,39.0,14.8,0.0,14.4,1.6"
"2026-04-11 00:00:00,""AMRF_Mulanje_South_5828"",0.0,""2026-04-10 01:35:00"",7.0,""2026-04-10 00:35:00"",1.0,1.1,99.5,54.4,11.6,""2026-04-10 01:10:00"",17.4,""2026-04-10 11:12:00"",13.4,91.3,""2026-04-10 11:15:00"",97.6,""2026-04-10 05:33:00"",11.2,""2026-04-10 01:08:00"",16.3,""2026-04-10 11:11:00"",12.9,1259.9,""2026-04-10 10:55:00"",159.7,13.8,1.4,818.7,""2026-04-10 03:42:00"",821.1,""2026-04-10 09:45:00"",819.9,""48314"",""CPU:AMRF_MulanjeSouth_5828_V1R0_20250501 AC.cr1x"",""11286"",12.1,""2026-04-10 05:33:00"",14.3,""2026-04-10 08:58:00"",12.6,13.0,""2026-04-10 01:43:00"",24.7,""2026-04-10 11:25:00"",16.7,3.7,85.3,86400.0,17.3,""2026-04-10 11:12:00"",1.5,1.5,13.1,5.8,11.6,""2026-04-10 01:10:00"",2.3,3.5,18.3,10.8,32.9,11.0,0.0,14.3,4.8"
"2026-04-12 00:00:00,""AMRF_Mulanje_South_5828"",0.0,""2026-04-11 00:00:00"",6.2,""2026-04-11 11:06:00"",0.8,1.0,74.9,69.7,12.4,""2026-04-11 02:28:00"",16.6,""2026-04-11 13:21:00"",14.0,84.3,""2026-04-11 23:57:00"",97.7,""2026-04-11 08:33:00"",11.2,""2026-04-11 23:55:00"",15.8,""2026-04-11 13:19:00"",13.5,1506.9,""2026-04-11 11:03:00"",131.3,11.3,1.2,818.4,""2026-04-11 02:56:00"",820.8,""2026-04-11 09:21:00"",819.3,""48314"",""CPU:AMRF_MulanjeSouth_5828_V1R0_20250501 AC.cr1x"",""11286"",12.1,""2026-04-11 04:59:00"",14.3,""2026-04-11 10:08:00"",12.6,12.5,""2026-04-11 23:59:00"",23.3,""2026-04-11 10:53:00"",16.6,3.7,212.2,86400.0,16.6,""2026-04-11 13:21:00"",1.6,1.5,13.6,2.9,12.4,""2026-04-11 02:28:00"",1.9,3.4,17.3,11.6,30.2,11.7,0.0,13.3,5.6"
"2026-04-13 00:00:00,""AMRF_Mulanje_South_5828"",0.0,""2026-04-12 00:00:00"",6.2,""2026-04-12 11:26:00"",1.1,1.1,98.5,79.3,11.1,""2026-04-12 04:56:00"",20.1,""2026-04-12 13:05:00"",15.3,59.5,""2026-04-12 08:40:00"",96.3,""2026-04-12 19:15:00"",9.4,""2026-04-12 23:40:00"",15.4,""2026-04-12 12:02:00"",12.7,1389.1,""2026-04-12 12:14:00"",230.4,19.9,0.0,817.0,""2026-04-12 15:16:00"",819.5,""2026-04-12 09:27:00"",818.0,""48314"",""CPU:AMRF_MulanjeSouth_5828_V1R0_20250501 AC.cr1x"",""11286"",12.1,""2026-04-12 05:42:00"",14.5,""2026-04-12 09:33:00"",12.8,11.4,""2026-04-12 06:10:00"",27.2,""2026-04-12 12:32:00"",17.8,3.7,82.3,86400.0,20.1,""2026-04-12 13:05:00"",1.8,1.5,13.6,6.9,11.1,""2026-04-12 04:56:00"",3.4,3.4,30.1,10.9,43.6,11.1,1.0,26.7,5.9"
"2026-04-14 00:00:00,""AMRF_Mulanje_South_5828"",0.0,""2026-04-13 00:00:00"",7.0,""2026-04-13 10:36:00"",1.0,1.1,239.3,72.8,12.2,""2026-04-13 05:26:00"",20.3,""2026-04-13 10:30:00"",15.8,55.2,""2026-04-13 09:40:00"",96.3,""2026-04-13 20:34:00"",7.9,""2026-04-13 05:53:00"",15.2,""2026-04-13 13:37:00"",11.9,1373.0,""2026-04-13 12:21:00"",208.7,18.0,0.0,816.7,""2026-04-13 03:57:00"",818.8,""2026-04-13 09:28:00"",817.6,""48314"",""CPU:AMRF_MulanjeSouth_5828_V1R0_20250501 AC.cr1x"",""11286"",12.1,""2026-04-13 05:26:00"",14.3,""2026-04-13 08:31:00"",12.8,11.2,""2026-04-13 05:45:00"",26.4,""2026-04-13 13:55:00"",17.6,3.7,213.6,86400.0,20.2,""2026-04-13 10:30:00"",1.8,1.4,13.3,6.3,12.2,""2026-04-13 05:25:00"",3.2,3.4,32.2,13.1,47.7,13.2,2.0,38.4,11.6"
"2026-04-15 00:00:00,""AMRF_Mulanje_South_5828"",0.0,""2026-04-14 00:00:00"",6.2,""2026-04-14 10:04:00"",1.0,1.1,131.8,77.0,13.1,""2026-04-14 00:42:00"",20.6,""2026-04-14 10:18:00"",16.2,63.7,""2026-04-14 07:08:00"",97.0,""2026-04-14 22:35:00"",10.5,""2026-04-14 00:40:00"",16.1,""2026-04-14 16:32:00"",13.8,1329.1,""2026-04-14 11:14:00"",169.9,14.7,11.4,817.2,""2026-04-14 16:52:00"",820.0,""2026-04-14 09:40:00"",818.3,""48314"",""CPU:AMRF_MulanjeSouth_5828_V1R0_20250501 AC.cr1x"",""11286"",12.1,""2026-04-14 05:49:00"",14.5,""2026-04-14 08:53:00"",12.8,12.9,""2026-04-14 01:09:00"",27.5,""2026-04-14 10:37:00"",18.4,3.7,87.6,86400.0,20.6,""2026-04-14 10:18:00"",1.9,1.6,14.7,5.0,13.1,""2026-04-14 00:42:00"",2.6,3.4,29.9,13.1,44.2,13.2,0.0,42.4,2.0"
