",""Smp"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Std"",""WVc"",""WVc"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Min"",""TMn"",""Max"",""TMx"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Max"",""TMx"",""Avg"",""Tot"",""Tot"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Smp"",""Smp"",""Smp"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Avg"",""Avg"",""Tot"",""Max"",""TMx"",""Avg"",""Avg"",""Avg"",""Tot"",""Min"",""TMn"",""ETXs"",""Rso"""
"2026-02-19 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-18 00:00:00"",7.0,""2026-02-18 13:06:00"",0.3,0.8,336.5,56.5,11.5,""2026-02-18 03:42:00"",21.1,""2026-02-18 15:25:00"",14.5,55.9,""2026-02-18 13:06:00"",93.6,""2026-02-18 00:02:00"",10.3,""2026-02-18 03:41:00"",14.4,""2026-02-18 16:32:00"",11.8,1509.0,""2026-02-18 11:26:00"",193.1,16.7,1.6,767.9,""2026-02-18 14:57:00"",771.0,""2026-02-18 22:36:00"",769.4,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.4,""2026-02-18 05:40:00"",14.0,""2026-02-18 16:45:00"",12.8,11.4,""2026-02-18 04:31:00"",27.5,""2026-02-18 15:32:00"",16.4,3.7,88.9,86400.0,21.1,""2026-02-18 15:25:00"",1.7,1.4,12.8,3.7,11.5,""2026-02-18 03:41:00"",3.1,4.0"
"2026-02-20 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-19 00:00:00"",7.7,""2026-02-19 13:53:00"",1.0,1.2,17.6,64.4,12.1,""2026-02-19 03:34:00"",20.2,""2026-02-19 07:35:00"",15.0,59.5,""2026-02-19 07:38:00"",91.7,""2026-02-19 05:40:00"",9.7,""2026-02-19 21:47:00"",15.1,""2026-02-19 13:51:00"",11.7,1463.1,""2026-02-19 13:48:00"",173.0,14.9,0.6,768.2,""2026-02-19 14:51:00"",771.5,""2026-02-19 21:37:00"",770.0,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.4,""2026-02-19 05:33:00"",14.3,""2026-02-19 10:28:00"",12.8,12.0,""2026-02-19 04:00:00"",27.7,""2026-02-19 09:10:00"",16.8,3.7,130.6,86400.0,20.2,""2026-02-19 07:35:00"",1.7,1.4,12.9,4.6,12.1,""2026-02-19 03:37:00"",2.6,4.0"
"2026-02-21 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-20 00:00:00"",5.5,""2026-02-20 10:20:00"",0.9,1.0,333.3,63.2,12.6,""2026-02-20 03:41:00"",19.4,""2026-02-20 15:21:00"",15.1,62.2,""2026-02-20 15:22:00"",93.9,""2026-02-20 06:25:00"",10.6,""2026-02-20 00:46:00"",14.5,""2026-02-20 15:45:00"",12.5,1084.9,""2026-02-20 10:13:00"",161.6,14.0,6.6,769.0,""2026-02-20 15:44:00"",772.7,""2026-02-20 09:22:00"",771.1,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.4,""2026-02-20 06:01:00"",14.3,""2026-02-20 10:07:00"",12.8,12.9,""2026-02-20 02:22:00"",24.6,""2026-02-20 10:51:00"",17.1,3.7,110.2,86400.0,19.4,""2026-02-20 15:21:00"",1.7,1.4,13.4,3.9,12.6,""2026-02-20 03:41:00"",2.5,4.0"
"2026-02-22 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-21 00:05:00"",9.9,""2026-02-21 23:24:00"",3.0,1.5,77.5,22.4,11.4,""2026-02-21 05:06:00"",20.1,""2026-02-21 12:16:00"",15.0,60.0,""2026-02-21 14:36:00"",93.2,""2026-02-21 08:07:00"",9.7,""2026-02-21 03:13:00"",14.7,""2026-02-21 10:29:00"",11.9,1218.1,""2026-02-21 11:25:00"",238.0,20.6,1.0,768.2,""2026-02-21 17:55:00"",771.8,""2026-02-21 08:52:00"",770.1,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.3,""2026-02-21 07:47:00"",14.4,""2026-02-21 09:03:00"",12.8,11.2,""2026-02-21 05:32:00"",25.2,""2026-02-21 12:54:00"",16.8,3.7,236.0,86400.0,20.1,""2026-02-21 12:16:00"",1.7,1.4,13.0,7.1,11.4,""2026-02-21 05:25:00"",3.2,4.0"
"2026-02-23 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-22 10:35:00"",9.9,""2026-02-22 03:11:00"",3.0,1.9,79.7,33.8,12.1,""2026-02-22 22:13:00"",21.9,""2026-02-22 13:58:00"",14.8,46.4,""2026-02-22 13:53:00"",93.5,""2026-02-22 22:18:00"",9.0,""2026-02-22 11:53:00"",13.6,""2026-02-22 10:42:00"",11.9,1337.6,""2026-02-22 12:38:00"",197.1,17.0,0.0,761.9,""2026-02-22 15:20:00"",770.4,""2026-02-22 10:19:00"",768.7,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.4,""2026-02-22 05:51:00"",14.3,""2026-02-22 10:21:00"",12.8,12.0,""2026-02-23 00:00:00"",28.0,""2026-02-22 14:03:00"",16.5,3.7,104.7,86400.0,21.9,""2026-02-22 13:57:00"",1.7,1.4,12.9,3.7,12.1,""2026-02-22 22:13:00"",2.7,4.0"
"2026-02-24 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-23 00:06:00"",8.4,""2026-02-23 14:54:00"",1.0,1.3,296.5,46.3,11.3,""2026-02-23 05:16:00"",18.6,""2026-02-23 14:46:00"",13.8,58.0,""2026-02-23 14:16:00"",94.2,""2026-02-23 07:14:00"",9.7,""2026-02-23 13:48:00"",13.4,""2026-02-23 10:42:00"",11.4,1031.7,""2026-02-23 14:08:00"",150.0,13.0,0.0,766.5,""2026-02-23 14:50:00"",770.2,""2026-02-23 08:40:00"",768.5,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.3,""2026-02-23 05:36:00"",13.7,""2026-02-23 10:04:00"",12.8,11.0,""2026-02-23 01:26:00"",23.7,""2026-02-23 14:58:00"",15.2,3.7,237.6,86400.0,18.6,""2026-02-23 14:48:00"",1.6,1.3,12.3,2.5,11.3,""2026-02-23 05:16:00"",2.2,4.0"
"2026-02-25 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-24 00:00:00"",7.0,""2026-02-24 10:18:00"",1.0,1.3,318.7,49.5,11.6,""2026-02-24 01:05:00"",19.8,""2026-02-24 10:41:00"",14.6,59.5,""2026-02-24 10:37:00"",94.2,""2026-02-24 06:05:00"",9.3,""2026-02-24 23:47:00"",14.9,""2026-02-24 12:37:00"",11.9,1450.1,""2026-02-24 12:33:00"",187.0,16.2,0.2,767.1,""2026-02-24 16:04:00"",770.4,""2026-02-24 08:49:00"",768.6,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.4,""2026-02-24 06:18:00"",14.4,""2026-02-24 10:48:00"",12.9,11.2,""2026-02-24 01:43:00"",25.5,""2026-02-24 10:57:00"",16.5,3.7,239.5,86400.0,19.8,""2026-02-24 10:41:00"",1.7,1.4,12.9,4.4,11.6,""2026-02-24 01:05:00"",2.8,4.0"
"2026-02-26 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-25 00:00:00"",8.4,""2026-02-25 12:15:00"",1.0,1.0,64.7,59.0,11.7,""2026-02-25 23:36:00"",20.0,""2026-02-25 11:15:00"",14.1,55.2,""2026-02-25 11:23:00"",91.2,""2026-02-25 13:01:00"",8.8,""2026-02-25 04:05:00"",14.0,""2026-02-25 11:40:00"",10.7,1300.3,""2026-02-25 10:16:00"",101.0,8.7,6.2,768.0,""2026-02-25 02:36:00"",771.0,""2026-02-25 09:18:00"",769.4,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.4,""2026-02-25 05:08:00"",14.7,""2026-02-25 09:50:00"",12.7,11.7,""2026-02-25 23:50:00"",26.6,""2026-02-25 11:24:00"",15.0,3.7,245.1,86400.0,20.0,""2026-02-25 11:15:00"",1.6,1.3,12.0,1.8,11.7,""2026-02-25 23:37:00"",1.5,4.0"
"2026-02-27 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-26 01:55:00"",8.4,""2026-02-26 21:18:00"",2.6,1.3,75.4,41.2,11.9,""2026-02-26 00:00:00"",21.2,""2026-02-26 12:13:00"",14.9,50.2,""2026-02-26 12:30:00"",93.4,""2026-02-26 06:00:00"",10.3,""2026-02-26 12:30:00"",15.2,""2026-02-26 14:04:00"",12.2,1442.8,""2026-02-26 12:30:00"",227.4,19.7,1.6,767.6,""2026-02-26 15:20:00"",770.9,""2026-02-26 09:07:00"",769.3,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.3,""2026-02-26 04:56:00"",14.3,""2026-02-26 11:36:00"",12.8,11.7,""2026-02-26 00:00:00"",25.9,""2026-02-26 11:04:00"",16.9,3.7,240.8,86400.0,21.2,""2026-02-26 12:13:00"",1.7,1.4,13.1,5.1,11.9,""2026-02-26 00:00:00"",3.1,4.0"
"2026-02-28 00:00:00,""AMRF_Nyika_5828"",0.0,""2026-02-27 01:28:00"",9.2,""2026-02-27 11:42:00"",3.0,1.4,70.9,41.4,12.0,""2026-02-27 22:07:00"",19.8,""2026-02-27 11:23:00"",14.7,59.8,""2026-02-27 15:32:00"",94.2,""2026-02-27 04:23:00"",10.9,""2026-02-27 22:06:00"",14.5,""2026-02-27 12:05:00"",12.3,1572.4,""2026-02-27 12:02:00"",218.9,18.9,31.0,765.7,""2026-02-27 15:34:00"",770.1,""2026-02-27 09:16:00"",768.3,""48311"",""CPU:AMRF_Nyika_5828_V1R0_20240807 AC.cr1x"",""44744"",12.4,""2026-02-27 05:48:00"",14.3,""2026-02-27 09:47:00"",12.8,12.7,""2026-02-27 22:50:00"",25.5,""2026-02-27 11:30:00"",17.1,3.7,103.3,86400.0,19.8,""2026-02-27 11:23:00"",1.7,1.4,13.2,6.3,12.0,""2026-02-27 22:07:00"",2.9,4.0"
