"TIMESTAMP,""StationID"",""WSpd_Min"",""WSpd_TMn"",""WSpd_Max"",""WSpd_TMx"",""WSpd_Avg"",""WSpd_Std"",""WDir_Avg"",""WDir_Std"",""AirTemp_Min"",""AirTemp_TMn"",""AirTemp_Max"",""AirTemp_TMx"",""AirTemp_Avg"",""RH_Min"",""RH_TMn"",""RH_Max"",""RH_TMx"",""DewPointTemp_Min"",""DewPointTemp_TMn"",""DewPointTemp_Max"",""DewPointTemp_TMx"",""DewPointTemp_Avg"",""SlrW_Max"",""SlrW_TMx"",""SlrW_Avg"",""SlrMJ_Tot"",""Rain_Tot"",""BPress_Min"",""BPress_TMn"",""BPress_Max"",""BPress_TMx"",""BPress_Avg"",""LoggerSerialNumber"",""ProgramName"",""ProgramSignature"",""LoggerBattery_Min"",""LoggerBattery_TMn"",""LoggerBattery_Max"",""LoggerBattery_TMx"",""LoggerBattery_Avg"",""LoggerTemp_Min"",""LoggerTemp_TMn"",""LoggerTemp_Max"",""LoggerTemp_TMx"",""LoggerTemp_Avg"",""LoggerLithiumBatt_Avg"",""PingTime_Avg"",""ScanCount"",""HI_C_Max"",""HI_C_TMx"",""SVPWkPa_Avg"",""Vp_Avg"",""TwC_Avg"",""SunHrs_Tot"",""WC_C_Min"",""WC_C_TMn"",""ETos"",""Rso"",""Thermocouple_airTC_Avg"",""Thermocouple_airTC_Max"",""Thermocouple_airTC_Min"""
"TS,"""",""m/s"",""m/s"",""m/s"",""m/s"",""m/s"",""m/s"",""Deg"",""Deg"",""DegC"",""DegC"",""DegC"",""DegC"",""DegC"",""%"",""%"",""%"",""%"",""DegC"",""DegC"",""DegC"",""DegC"",""DegC"",""W/m^2"",""W/m^2"",""W/m^2"",""MJ/m^2"",""mm"",""hPa"",""hPa"",""hPa"",""hPa"",""hPa"","""","""","""",""V"",""V"",""V"",""V"",""V"",""degC"",""degC"",""degC"",""degC"",""degC"",""V"",""msec"","""",""Deg C"",""Deg C"",""kPa"","""",""Deg C"",""hours"",""Deg C"",""Deg C"",""mm"",""MJ/m²"",""DegC"",""DegC"",""DegC"""
",""Smp"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Std"",""WVc"",""WVc"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Min"",""TMn"",""Max"",""TMx"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Max"",""TMx"",""Avg"",""Tot"",""Tot"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Smp"",""Smp"",""Smp"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Min"",""TMn"",""Max"",""TMx"",""Avg"",""Avg"",""Avg"",""Tot"",""Max"",""TMx"",""Avg"",""Avg"",""Avg"",""Tot"",""Min"",""TMn"",""ETXs"",""Rso"",""Avg"",""Max"",""Min"""
"2026-02-19 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-18 04:09:00"",9.2,""2026-02-18 13:58:00"",3.2,1.2,106.4,30.3,12.9,""2026-02-18 05:01:00"",20.6,""2026-02-18 13:24:00"",16.3,0.2,""2026-02-18 04:45:00"",0.5,""2026-02-18 11:19:00"",-54.5,""2026-02-18 04:45:00"",-44.6,""2026-02-18 13:25:00"",-49.6,1576.3,""2026-02-18 12:29:00"",239.3,20.7,0.4,826.3,""2026-02-18 17:03:00"",828.7,""2026-02-18 08:55:00"",827.5,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.4,""2026-02-18 05:44:00"",14.6,""2026-02-18 08:31:00"",12.9,14.1,""2026-02-18 05:15:00"",27.3,""2026-02-18 11:32:00"",19.6,3.7,155.9,86400.0,20.6,""2026-02-18 13:25:00"",1.9,0.0,2.7,6.9,12.9,""2026-02-18 05:01:00"",3.3,4.2,16.8,21.9,13.5"
"2026-02-20 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-19 03:47:00"",9.9,""2026-02-19 21:26:00"",3.1,1.8,115.3,41.3,14.8,""2026-02-19 05:25:00"",23.0,""2026-02-19 14:01:00"",18.4,0.3,""2026-02-19 05:09:00"",99.9,""2026-02-19 14:06:00"",-52.7,""2026-02-19 05:09:00"",23.0,""2026-02-19 14:05:00"",-47.2,1430.4,""2026-02-19 12:47:00"",198.2,17.1,0.0,826.1,""2026-02-19 16:45:00"",829.1,""2026-02-19 23:25:00"",827.8,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.5,""2026-02-19 05:22:00"",14.5,""2026-02-19 08:11:00"",12.9,15.7,""2026-02-19 05:44:00"",29.6,""2026-02-19 14:34:00"",21.8,3.7,137.2,86400.0,23.0,""2026-02-19 14:01:00"",2.1,0.0,3.9,6.4,14.9,""2026-02-19 05:27:00"",2.9,4.2,18.9,23.7,15.4"
"2026-02-21 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-20 17:41:00"",15.2,""2026-02-20 23:04:00"",4.7,1.8,128.0,31.0,15.5,""2026-02-20 21:27:00"",23.2,""2026-02-20 14:16:00"",18.2,0.3,""2026-02-20 18:23:00"",100.0,""2026-02-20 19:21:00"",-51.9,""2026-02-20 21:27:00"",23.2,""2026-02-20 14:16:00"",-45.5,1449.1,""2026-02-20 12:53:00"",220.8,19.1,11.6,828.1,""2026-02-20 03:02:00"",831.1,""2026-02-20 10:19:00"",829.3,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.5,""2026-02-20 05:36:00"",14.4,""2026-02-20 09:50:00"",12.9,16.7,""2026-02-20 21:40:00"",30.5,""2026-02-20 14:38:00"",21.0,3.7,136.0,86400.0,23.2,""2026-02-20 14:15:00"",2.1,0.1,4.2,5.1,15.5,""2026-02-20 21:26:00"",3.0,4.2,18.8,24.2,15.9"
"2026-02-22 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-21 10:53:00"",15.2,""2026-02-21 23:01:00"",5.5,2.1,138.9,21.2,14.1,""2026-02-21 22:46:00"",21.7,""2026-02-21 13:35:00"",16.8,0.3,""2026-02-21 21:35:00"",100.0,""2026-02-21 14:34:00"",-53.3,""2026-02-21 22:46:00"",21.7,""2026-02-21 14:40:00"",-48.8,1540.1,""2026-02-21 11:39:00"",251.8,21.8,2.8,827.9,""2026-02-21 17:24:00"",831.1,""2026-02-21 10:34:00"",829.5,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.4,""2026-02-21 05:47:00"",14.8,""2026-02-21 08:10:00"",12.9,15.2,""2026-02-21 23:01:00"",28.4,""2026-02-21 13:40:00"",20.1,3.7,136.2,86400.0,21.7,""2026-02-21 14:40:00"",1.9,0.0,3.1,8.2,14.1,""2026-02-21 22:47:00"",3.2,4.2,17.3,23.0,14.5"
"2026-02-23 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-22 08:58:00"",13.7,""2026-02-22 01:02:00"",4.7,2.0,151.7,26.1,11.9,""2026-02-22 06:00:00"",23.0,""2026-02-22 13:13:00"",15.6,0.2,""2026-02-22 05:43:00"",100.0,""2026-02-22 06:48:00"",-55.3,""2026-02-22 05:52:00"",19.8,""2026-02-22 15:00:00"",-29.3,1324.2,""2026-02-22 11:09:00"",259.2,22.4,0.0,826.5,""2026-02-22 16:16:00"",829.4,""2026-02-22 09:25:00"",827.8,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.4,""2026-02-22 05:48:00"",14.4,""2026-02-22 08:06:00"",12.9,12.6,""2026-02-22 23:18:00"",27.2,""2026-02-22 13:28:00"",18.4,3.7,138.1,86400.0,23.0,""2026-02-22 13:14:00"",1.8,0.6,6.3,8.7,11.9,""2026-02-22 06:00:00"",3.2,4.0,15.9,23.1,11.5"
"2026-02-24 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-23 06:00:00"",8.4,""2026-02-23 22:30:00"",2.7,1.4,123.9,36.3,12.0,""2026-02-23 01:51:00"",22.3,""2026-02-23 12:00:00"",16.6,0.2,""2026-02-23 01:03:00"",100.0,""2026-02-23 05:39:00"",-55.2,""2026-02-23 01:51:00"",21.1,""2026-02-23 11:54:00"",-20.0,1497.2,""2026-02-23 12:25:00"",208.8,18.0,0.0,824.9,""2026-02-23 15:43:00"",827.9,""2026-02-23 09:13:00"",826.3,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.4,""2026-02-23 05:56:00"",14.4,""2026-02-23 08:11:00"",12.9,12.0,""2026-02-23 05:50:00"",28.7,""2026-02-23 12:46:00"",19.6,3.7,138.9,86400.0,22.3,""2026-02-23 12:00:00"",1.9,0.8,8.7,6.7,12.0,""2026-02-23 01:51:00"",2.9,4.0,16.9,22.5,12.4"
"2026-02-25 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-24 03:47:00"",7.7,""2026-02-24 20:34:00"",2.5,1.2,67.5,70.3,13.2,""2026-02-24 05:20:00"",26.6,""2026-02-24 16:20:00"",18.7,0.3,""2026-02-24 04:54:00"",100.0,""2026-02-24 10:09:00"",-54.0,""2026-02-24 05:20:00"",21.3,""2026-02-24 17:32:00"",-27.6,1361.3,""2026-02-24 10:44:00"",288.8,25.0,0.0,824.3,""2026-02-24 16:13:00"",827.1,""2026-02-24 09:13:00"",825.5,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.4,""2026-02-24 05:36:00"",14.5,""2026-02-24 08:03:00"",12.9,14.1,""2026-02-24 05:35:00"",36.0,""2026-02-24 16:10:00"",22.5,3.7,132.2,86400.0,26.6,""2026-02-24 16:21:00"",2.2,0.6,7.8,10.1,13.3,""2026-02-24 05:20:00"",4.3,4.0,19.1,27.2,13.8"
"2026-02-26 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-25 00:03:00"",9.2,""2026-02-25 05:25:00"",3.6,1.5,82.8,76.1,15.9,""2026-02-25 02:10:00"",26.8,""2026-02-25 15:26:00"",20.0,0.3,""2026-02-25 00:47:00"",100.0,""2026-02-25 08:34:00"",-51.5,""2026-02-25 01:40:00"",22.8,""2026-02-25 16:07:00"",-25.0,1294.7,""2026-02-25 11:40:00"",240.3,20.8,0.0,825.0,""2026-02-25 03:33:00"",828.2,""2026-02-25 22:00:00"",826.4,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.4,""2026-02-25 04:57:00"",14.4,""2026-02-25 08:11:00"",12.9,16.6,""2026-02-25 02:39:00"",32.6,""2026-02-25 13:20:00"",22.7,3.7,131.5,86400.0,27.5,""2026-02-25 15:28:00"",2.4,0.7,9.1,7.5,15.9,""2026-02-25 01:44:00"",3.5,4.0,20.3,27.4,16.3"
"2026-02-27 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-26 10:27:00"",12.9,""2026-02-26 21:15:00"",4.9,1.7,138.3,22.7,15.9,""2026-02-26 23:48:00"",23.9,""2026-02-26 13:08:00"",18.9,0.3,""2026-02-26 23:50:00"",100.0,""2026-02-26 16:31:00"",-51.7,""2026-02-26 23:50:00"",23.6,""2026-02-26 11:30:00"",-33.5,1361.4,""2026-02-26 10:50:00"",263.2,22.7,0.0,825.9,""2026-02-26 02:32:00"",829.5,""2026-02-26 10:18:00"",828.0,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.4,""2026-02-26 05:46:00"",14.8,""2026-02-26 08:24:00"",12.9,17.3,""2026-02-26 23:59:00"",30.1,""2026-02-26 14:41:00"",22.1,3.7,132.1,86400.0,23.9,""2026-02-26 13:13:00"",2.2,0.4,6.9,8.3,15.9,""2026-02-26 23:48:00"",3.6,4.0,19.3,24.7,16.3"
"2026-02-28 00:00:00,""AfMount_AWS_2_5135"",0.0,""2026-02-27 09:56:00"",13.7,""2026-02-27 21:20:00"",4.7,1.8,141.7,22.3,14.5,""2026-02-27 06:18:00"",22.0,""2026-02-27 13:16:00"",17.5,0.3,""2026-02-27 05:45:00"",100.0,""2026-02-27 17:15:00"",-53.0,""2026-02-27 05:45:00"",21.1,""2026-02-27 10:47:00"",-30.6,1100.8,""2026-02-27 10:13:00"",297.7,25.7,0.2,825.7,""2026-02-27 16:49:00"",829.5,""2026-02-27 09:36:00"",827.6,""34705"",""CPU:African_Mountain_AWS2_5135_V1R0_20240805_Vumba_"",""1924"",12.4,""2026-02-27 05:45:00"",14.9,""2026-02-27 08:21:00"",12.9,15.7,""2026-02-27 06:08:00"",28.8,""2026-02-27 14:57:00"",20.8,3.7,138.8,86400.0,22.0,""2026-02-27 13:18:00"",2.0,0.5,6.8,10.3,14.5,""2026-02-27 06:17:00"",3.9,4.0,17.9,22.9,14.9"
